Price,Adj Close,Close,High,Low,Open,Volume
Ticker,HCL,HCL,HCL,HCL,HCL,HCL
Date,,,,,,
2000-01-04,14.5,14.5,16.610000610351562,14.5,16.610000610351562,0
2000-01-05,15.0,15.0,16.610000610351562,15.0,16.610000610351562,0
2000-01-06,15.0,15.0,16.5,15.0,16.5,0
2000-01-07,16.5,16.5,16.5,16.5,16.5,120
2000-01-10,16.5,16.5,16.5,16.5,16.5,0
2000-01-11,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,136
2000-01-12,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,16.399999618530273,130
2000-01-13,14.5,14.5,16.399999618530273,14.5,16.399999618530273,0
2000-01-14,14.5,14.5,14.5,14.5,14.5,0
2000-01-18,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,500
2000-01-19,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,160
2000-01-20,18.0,18.0,18.0,18.0,18.0,372
2000-01-21,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,154
2000-01-24,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,0
2000-01-25,18.5,18.5,18.5,18.5,18.5,154
2000-01-26,16.610000610351562,16.610000610351562,18.399999618530273,16.610000610351562,18.399999618530273,0
2000-01-27,16.610000610351562,16.610000610351562,18.0,16.610000610351562,18.0,0
2000-01-28,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,0
2000-01-31,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,16.610000610351562,0
2000-02-01,15.0,15.0,15.0,15.0,15.0,500
2000-02-02,15.0,15.0,15.0,15.0,15.0,200
2000-02-03,15.0,15.0,15.0,15.0,15.0,0
2000-02-04,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,20
2000-02-07,17.0,17.0,17.079999923706055,17.0,17.079999923706055,0
2000-02-08,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,109
2000-02-09,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,10
2000-02-10,16.5,16.5,16.5,16.5,16.5,150
2000-02-11,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,18.149999618530273,150
2000-02-14,18.5,18.5,18.5,18.5,18.5,188
2000-02-15,15.0,15.0,18.5,15.0,18.5,0
2000-02-16,15.0,15.0,18.0,15.0,18.0,0
2000-02-17,18.0,18.0,18.0,18.0,18.0,33
2000-02-18,15.5,15.5,17.0,15.5,17.0,0
2000-02-22,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,18.200000762939453,244
2000-02-23,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,238
2000-02-24,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,200
2000-02-25,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,344
2000-02-28,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,20.100000381469727,0
2000-02-29,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,150
2000-03-01,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,308
2000-03-02,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,349
2000-03-03,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,21.100000381469727,122
2000-03-06,21.0,21.0,21.0,21.0,21.0,250
2000-03-07,21.0,21.0,21.0,21.0,21.0,19
2000-03-08,21.0,21.0,21.0,21.0,21.0,0
2000-03-09,24.0,24.0,24.0,24.0,24.0,1163
2000-03-10,26.0,26.0,26.0,26.0,26.0,430
2000-03-13,26.0,26.0,26.0,26.0,26.0,0
2000-03-14,28.700000762939453,28.700000762939453,28.700000762939453,28.700000762939453,28.700000762939453,483
2000-03-15,29.0,29.0,29.0,29.0,29.0,204
